pos,player,opp,status,stats,points,year,week,team,total_score,team_away,team_away_score
TE,M. Andrews,@ PHI,L 30-28,,3.10,2020,6,Hammichan,116.60,Speasy,117.04
FLX,J. Landry,@ PIT,W 7-38,,5.50,2020,6,Hammichan,116.60,Speasy,117.04
FLX,A. Thielen,vs ATL,L 23-40,,12.60,2020,6,Hammichan,116.60,Speasy,117.04
K,R. Blankenship,vs CIN,W 31-27,,8.00,2020,6,Hammichan,116.60,Speasy,117.04
DEF,P. Steelers,vs CLE,W 38-7,,19.00,2020,6,Hammichan,116.60,Speasy,117.04
BN,L. Bell,,BYE,,0.00,2020,6,Hammichan,116.60,Speasy,117.04
BN,N. Chubb,@ PIT,W 7-38,,0.00,2020,6,Hammichan,116.60,Speasy,117.04
BN,J. Jackson,,BYE,,0.00,2020,6,Hammichan,116.60,Speasy,117.04
BN,D. Harris,vs DEN,L 12-18,,3.80,2020,6,Hammichan,116.60,Speasy,117.04
BN,D. Johnson,@ PIT,W 7-38,,-0.90,2020,6,Hammichan,116.60,Speasy,117.04
BN,M. Thomas,,BYE,,0.00,2020,6,Hammichan,116.60,Speasy,117.04
QB,J. Allen,vs KC,L 17-26,,15.08,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
RB,M. Gaskin,vs NYJ,W 24-0,,14.60,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
RB,M. Sanders,vs BAL,L 28-30,,10.70,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
WR,D. Parker,vs NYJ,W 24-0,,5.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
WR,K. Golladay,vs WAS,W 20-19,,12.50,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
TE,J. Smith,vs DEN,L 12-18,,1.80,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
FLX,S. Diggs,vs KC,L 17-26,,13.60,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
FLX,C. Godwin,vs GB,W 38-10,,7.30,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
K,R. Bullock,@ JAX,L 34-16,,12.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
DEF,T. Titans,vs HOU,W 42-36,,-5.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,M. Brown,vs NYJ,W 24-0,,3.70,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,J. Jacobs,,BYE,,0.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,R. Armstead,vs WAS,W 20-19,,0.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,T. Lockett,,BYE,,0.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,A. Green,@ DAL,L 38-10,,13.60,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
BN,M. Gesicki,vs NYJ,W 24-0,,0.00,2020,6,Blitzkoerper85,87.58,AllTimeReadyPat,96.14
QB,R. Tannehill,vs HOU,W 42-36,,27.64,2020,6,seb44,193.14,StumpfistTrumpf,119.90
RB,D. Henry,vs HOU,W 42-36,,39.40,2020,6,seb44,193.14,StumpfistTrumpf,119.90
RB,D. Johnson,@ TEN,W 36-42,,13.40,2020,6,seb44,193.14,StumpfistTrumpf,119.90
WR,J. Jones,vs HOU,W 42-36,,29.70,2020,6,seb44,193.14,StumpfistTrumpf,119.90
WR,A. Cooper,vs ARI,L 10-38,,17.40,2020,6,seb44,193.14,StumpfistTrumpf,119.90
TE,H. Hurst,@ MIN,L 40-23,,13.70,2020,6,seb44,193.14,StumpfistTrumpf,119.90
FLX,A. Brown,vs HOU,W 42-36,,20.30,2020,6,seb44,193.14,StumpfistTrumpf,119.90
FLX,R. Mostert,vs LAR,W 24-16,,8.60,2020,6,seb44,193.14,StumpfistTrumpf,119.90
K,Y. Koo,@ MIN,L 40-23,,19.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
DEF,W. Football Team,@ NYG,W 19-20,,4.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,D. Brees,,BYE,,0.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,F. Gore,,BYE,,9.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,S. Michel,vs DEN,L 12-18,,0.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,M. Gallup,vs ARI,L 10-38,,3.30,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,H. Renfrow,,BYE,,0.00,2020,6,seb44,193.14,StumpfistTrumpf,119.90
BN,L. Thomas,@ NYG,W 19-20,,11.70,2020,6,seb44,193.14,StumpfistTrumpf,119.90
QB,A. Rodgers,@ TB,W 10-38,,3.80,2020,6,StumpfistTrumpf,119.90,seb44,193.14
RB,J. Mixon,@ IND,W 27-31,,13.90,2020,6,StumpfistTrumpf,119.90,seb44,193.14
RB,J. Taylor,vs CIN,W 31-27,,13.50,2020,6,StumpfistTrumpf,119.90,seb44,193.14
WR,M. Brown,@ PHI,L 30-28,,7.70,2020,6,StumpfistTrumpf,119.90,seb44,193.14
WR,T. McLaurin,@ NYG,W 19-20,,10.90,2020,6,StumpfistTrumpf,119.90,seb44,193.14
TE,T. Burton,,BYE,,19.90,2020,6,StumpfistTrumpf,119.90,seb44,193.14
FLX,P. Lindsay,@ TEN,W 36-42,,10.10,2020,6,StumpfistTrumpf,119.90,seb44,193.14
FLX,D. Adams,@ TB,W 10-38,,9.10,2020,6,StumpfistTrumpf,119.90,seb44,193.14
K,J. Tucker,@ PHI,L 30-28,,16.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
DEF,N. Giants,vs WAS,W 20-19,,15.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,M. Gordon,@ NE,L 18-12,,0.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,L. Fournette,vs GB,W 38-10,,0.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,C. Beasley,vs KC,L 17-26,,12.50,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,L. Shenault,vs DET,L 16-34,,2.60,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,D. Waller,,BYE,,0.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
BN,T. Buccaneers,vs GB,W 38-10,,20.00,2020,6,StumpfistTrumpf,119.90,seb44,193.14
QB,M. Ryan,@ MIN,L 40-23,,31.64,2020,6,Speasy,117.04,Hammichan,116.60
RB,M. Davis,@ MIN,L 40-23,,9.50,2020,6,Speasy,117.04,Hammichan,116.60
RB,D. Singletary,vs KC,L 17-26,,5.00,2020,6,Speasy,117.04,Hammichan,116.60
WR,D. Slayton,vs WAS,W 20-19,,10.80,2020,6,Speasy,117.04,Hammichan,116.60
WR,A. Robinson,@ CAR,L 23-16,,7.80,2020,6,Speasy,117.04,Hammichan,116.60
TE,T. Kelce,@ BUF,L 26-17,,18.00,2020,6,Speasy,117.04,Hammichan,116.60
FLX,J. Conner,@ DAL,L 38-10,,16.70,2020,6,Speasy,117.04,Hammichan,116.60
FLX,J. Smith-Schuster,vs CLE,W 38-7,,1.60,2020,6,Speasy,117.04,Hammichan,116.60
K,K. Fairbairn,@ TEN,W 36-42,,5.00,2020,6,Speasy,117.04,Hammichan,116.60
DEF,B. Ravens,@ PHI,L 30-28,,11.00,2020,6,Speasy,117.04,Hammichan,116.60
BN,J. Herbert,,BYE,,0.00,2020,6,Speasy,117.04,Hammichan,116.60
BN,C. McCaffrey,vs CHI,L 16-23,,0.00,2020,6,Speasy,117.04,Hammichan,116.60
BN,C. Edmonds,@ DAL,L 38-10,,3.40,2020,6,Speasy,117.04,Hammichan,116.60
BN,K. Allen,,BYE,,0.00,2020,6,Speasy,117.04,Hammichan,116.60
BN,J. Edelman,,BYE,,3.32,2020,6,Speasy,117.04,Hammichan,116.60
BN,N. Fant,@ NE,L 18-12,,0.00,2020,6,Speasy,117.04,Hammichan,116.60
QB,A. Dalton,@ CAR,L 23-16,,11.04,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
RB,T. Gurley,,BYE,,8.20,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
RB,A. Jones,@ TB,W 10-38,,11.60,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
WR,C. Ridley,@ MIN,L 40-23,,15.90,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
WR,O. Beckham,@ PIT,W 7-38,,3.50,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
TE,E. Ebron,vs CLE,W 38-7,,1.90,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
FLX,B. Cooks,@ TEN,W 36-42,,17.30,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
FLX,T. Higgins,@ IND,W 27-31,,15.70,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
K,G. Zuerlein,vs ARI,L 10-38,,4.00,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
DEF,N. Patriots,vs DEN,L 12-18,,7.00,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,J. White,vs DEN,L 12-18,,11.30,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,J. Kelley,,BYE,,0.00,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,D. Johnson,vs CLE,W 38-7,,0.00,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,G. Ward,vs BAL,L 28-30,,2.90,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,R. Gronkowski,vs GB,W 38-10,,16.30,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
BN,J. Graham,@ CAR,L 23-16,,5.90,2020,6,AllTimeReadyPat,96.14,Blitzkoerper85,87.58
QB,K. Murray,vs SEA,W 37-34,,35.10,2020,7,TheRealBauer,120.80,Hammichan,95.66
RB,K. Hunt,@ CIN,L 37-34,,17.70,2020,7,TheRealBauer,120.80,Hammichan,95.66
RB,A. Gibson,vs DAL,W 25-3,,18.80,2020,7,TheRealBauer,120.80,Hammichan,95.66
WR,D. Chark,@ LAC,W 29-39,,3.10,2020,7,TheRealBauer,120.80,Hammichan,95.66
WR,C. Claypool,@ TEN,L 27-24,,-0.70,2020,7,TheRealBauer,120.80,Hammichan,95.66
TE,G. Kittle,@ NE,L 33-6,,8.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
FLX,C. Edwards-Helaire,@ DEN,L 43-16,,12.80,2020,7,TheRealBauer,120.80,Hammichan,95.66
FLX,R. Woods,vs CHI,W 24-10,,3.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
K,H. Butker,@ DEN,L 43-16,,12.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
DEF,P. Eagles,vs NYG,W 22-21,,11.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,A. Ekeler,vs JAX,W 39-29,,0.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,C. Edmonds,vs SEA,W 37-34,,18.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,A. Mattison,,BYE,,0.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,A. Jeffery,,BYE,,0.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,J. Crowder,vs BUF,L 10-18,,0.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
BN,J. Jeudy,vs KC,L 16-43,,3.00,2020,7,TheRealBauer,120.80,Hammichan,95.66
QB,M. Stafford,vs CHI,W 24-10,,18.40,2020,7,Hubner,143.70,Speasy,97.02
RB,A. Kamara,vs CAR,W 27-24,,18.80,2020,7,Hubner,143.70,Speasy,97.02
RB,J. Robinson,@ LAC,W 29-39,,29.70,2020,7,Hubner,143.70,Speasy,97.02
WR,C. Kupp,vs CHI,W 24-10,,8.90,2020,7,Hubner,143.70,Speasy,97.02
WR,D. Moore,@ NO,W 24-27,,23.30,2020,7,Hubner,143.70,Speasy,97.02
TE,E. Engram,@ PHI,W 21-22,,7.90,2020,7,Hubner,143.70,Speasy,97.02
FLX,R. Jones,@ LV,L 45-20,,10.10,2020,7,Hubner,143.70,Speasy,97.02
FLX,K. Drake,vs TB,L 20-45,,4.60,2020,7,Hubner,143.70,Speasy,97.02
K,J. Slye,@ NO,W 24-27,,7.00,2020,7,Hubner,143.70,Speasy,97.02
DEF,L. Rams,vs CHI,W 24-10,,15.00,2020,7,Hubner,143.70,Speasy,97.02
BN,L. Jackson,,BYE,,0.00,2020,7,Hubner,143.70,Speasy,97.02
BN,L. Murray,vs CAR,W 27-24,,6.10,2020,7,Hubner,143.70,Speasy,97.02
BN,J. McKinnon,@ DEN,L 43-16,,-0.10,2020,7,Hubner,143.70,Speasy,97.02
BN,D. Henderson,vs CHI,W 24-10,,8.60,2020,7,Hubner,143.70,Speasy,97.02
BN,T. Boyd,vs CLE,L 34-37,,22.24,2020,7,Hubner,143.70,Speasy,97.02
BN,J. Jefferson,,BYE,,0.00,2020,7,Hubner,143.70,Speasy,97.02
QB,P. Mahomes,@ DEN,L 43-16,,12.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
RB,D. Swift,@ ATL,L 23-22,,12.80,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
RB,D. Montgomery,@ LAR,W 10-24,,9.40,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
WR,T. Hill,@ DEN,L 43-16,,14.50,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
WR,D. Metcalf,@ ARI,W 34-37,,3.30,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
TE,T. Hockenson,@ ATL,L 23-22,,14.40,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
FLX,W. Fuller,,BYE,,11.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
FLX,T. Fulgham,vs NYG,W 22-21,,9.80,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
K,D. Carlson,vs TB,L 20-45,,9.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
DEF,B. Bills,@ NYJ,L 18-10,,15.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,D. Cook,,BYE,,0.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,M. Ingram,vs GB,L 20-35,,0.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,T. Patrick,vs KC,L 16-43,,5.90,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,D. Samuel,@ NE,L 33-6,,9.70,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,R. Tonyan,@ HOU,L 35-20,,4.20,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
BN,I. Colts,,BYE,,0.00,2020,7,MarkusEXperte,111.20,StumpfistTrumpf,170.52
QB,R. Wilson,@ ARI,W 34-37,,29.92,2020,7,MKx,82.72,Blitzkoerper85,163.88
RB,E. Elliott,@ WAS,W 3-25,,5.60,2020,7,MKx,82.72,Blitzkoerper85,163.88
RB,C. Carson,@ ARI,W 34-37,,4.60,2020,7,MKx,82.72,Blitzkoerper85,163.88
WR,D. Hopkins,vs SEA,W 37-34,,18.30,2020,7,MKx,82.72,Blitzkoerper85,163.88
WR,C. Lamb,@ WAS,W 3-25,,0.10,2020,7,MKx,82.72,Blitzkoerper85,163.88
TE,J. Graham,@ LAR,W 10-24,,5.60,2020,7,MKx,82.72,Blitzkoerper85,163.88
FLX,M. Evans,@ LV,L 45-20,,4.70,2020,7,MKx,82.72,Blitzkoerper85,163.88
FLX,M. Williams,vs JAX,W 39-29,,0.90,2020,7,MKx,82.72,Blitzkoerper85,163.88
K,W. Lutz,vs CAR,W 27-24,,11.00,2020,7,MKx,82.72,Blitzkoerper85,163.88
DEF,D. Cowboys,@ WAS,W 3-25,,2.00,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,C. Newton,vs SF,L 6-33,,-0.18,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,R. Burkhead,vs GB,L 20-35,,6.20,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,J. Dobbins,,BYE,,0.00,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,T. Smith,vs CAR,W 27-24,,7.40,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,A. Lazard,@ HOU,L 35-20,,0.00,2020,7,MKx,82.72,Blitzkoerper85,163.88
BN,M. Prater,vs SEA,W 37-34,,16.00,2020,7,MKx,82.72,Blitzkoerper85,163.88
QB,D. Watson,vs GB,L 20-35,,24.16,2020,7,Hammichan,95.66,TheRealBauer,120.80
RB,D. Freeman,vs CAR,W 27-24,,0.80,2020,7,Hammichan,95.66,TheRealBauer,120.80
RB,J. Williams,@ ATL,L 23-22,,19.40,2020,7,Hammichan,95.66,TheRealBauer,120.80
WR,R. Anderson,@ NO,W 24-27,,10.40,2020,7,Hammichan,95.66,TheRealBauer,120.80
WR,B. Aiyuk,@ NE,L 33-6,,14.50,2020,7,Hammichan,95.66,TheRealBauer,120.80
TE,J. Cook,vs JAX,W 39-29,,10.70,2020,7,Hammichan,95.66,TheRealBauer,120.80
FLX,J. Jackson,vs JAX,W 39-29,,8.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
FLX,K. Cole,vs BUF,L 10-18,,1.70,2020,7,Hammichan,95.66,TheRealBauer,120.80
K,B. McManus,vs KC,L 16-43,,4.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
DEF,P. Steelers,@ TEN,L 27-24,,2.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,L. Bell,,BYE,,3.90,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,A. Peterson,,BYE,,3.50,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,N. Chubb,@ CIN,L 37-34,,0.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,A. Thielen,,BYE,,0.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,M. Thomas,vs CAR,W 27-24,,0.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
BN,E. Sanders,@ NYJ,L 18-10,,0.00,2020,7,Hammichan,95.66,TheRealBauer,120.80
QB,J. Allen,@ NYJ,L 18-10,,15.38,2020,7,Blitzkoerper85,163.88,MKx,82.72
RB,G. Bernard,@ LV,L 45-20,,18.10,2020,7,Blitzkoerper85,163.88,MKx,82.72
RB,J. Jacobs,vs TB,L 20-45,,4.60,2020,7,Blitzkoerper85,163.88,MKx,82.72
WR,S. Diggs,@ NYJ,L 18-10,,7.80,2020,7,Blitzkoerper85,163.88,MKx,82.72
WR,K. Golladay,@ PHI,W 21-22,,14.40,2020,7,Blitzkoerper85,163.88,MKx,82.72
TE,H. Henry,vs SF,L 6-33,,3.80,2020,7,Blitzkoerper85,163.88,MKx,82.72
FLX,T. Lockett,@ ARI,W 34-37,,45.50,2020,7,Blitzkoerper85,163.88,MKx,82.72
FLX,C. Godwin,@ LV,L 45-20,,19.30,2020,7,Blitzkoerper85,163.88,MKx,82.72
K,R. Bullock,@ ATL,L 23-22,,9.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
DEF,K. Chiefs,@ DEN,L 43-16,,26.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,D. Harris,vs SF,L 6-33,,7.50,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,M. Gaskin,,BYE,,0.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,R. Armstead,@ PHI,W 21-22,,0.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,M. Sanders,vs NYG,W 22-21,,0.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,D. Parker,,BYE,,0.00,2020,7,Blitzkoerper85,163.88,MKx,82.72
BN,A. Green,vs SEA,W 37-34,,11.70,2020,7,Blitzkoerper85,163.88,MKx,82.72
QB,R. Tannehill,vs PIT,L 24-27,,17.30,2020,7,seb44,107.70,AllTimeReadyPat,124.76
RB,D. Henry,vs PIT,L 24-27,,14.20,2020,7,seb44,107.70,AllTimeReadyPat,124.76
RB,D. Johnson,vs GB,L 20-35,,13.40,2020,7,seb44,107.70,AllTimeReadyPat,124.76
WR,J. Jones,vs PIT,L 24-27,,13.70,2020,7,seb44,107.70,AllTimeReadyPat,124.76
WR,A. Cooper,@ WAS,W 3-25,,12.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
TE,H. Hurst,vs DET,L 22-23,,9.80,2020,7,seb44,107.70,AllTimeReadyPat,124.76
FLX,A. Brown,vs PIT,L 24-27,,24.30,2020,7,seb44,107.70,AllTimeReadyPat,124.76
FLX,M. Gallup,@ WAS,W 3-25,,0.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
K,Y. Koo,vs DET,L 22-23,,2.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
DEF,N. Saints,vs CAR,W 27-24,,1.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,D. Brees,,BYE,,22.68,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,F. Gore,,BYE,,6.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,R. Mostert,@ NE,L 33-6,,0.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,S. Michel,vs SF,L 6-33,,0.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,H. Renfrow,vs TB,L 20-45,,6.20,2020,7,seb44,107.70,AllTimeReadyPat,124.76
BN,L. Thomas,vs DAL,W 25-3,,14.00,2020,7,seb44,107.70,AllTimeReadyPat,124.76
QB,A. Rodgers,@ HOU,L 35-20,,27.32,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
RB,M. Gordon,vs KC,L 16-43,,9.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
RB,B. Scott,vs NYG,W 22-21,,16.70,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
WR,C. Kirk,vs SEA,W 37-34,,18.20,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
WR,T. McLaurin,vs DAL,W 25-3,,18.50,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
TE,D. Waller,vs TB,L 20-45,,14.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
FLX,C. Beasley,@ NYJ,L 18-10,,16.70,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
FLX,D. Adams,@ HOU,L 35-20,,38.10,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
K,M. Crosby,@ HOU,L 35-20,,5.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
DEF,T. Buccaneers,@ LV,L 45-20,,7.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,J. Mixon,vs CLE,L 34-37,,0.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,P. Lindsay,vs GB,L 20-35,,7.90,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,J. Taylor,,BYE,,0.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,A. Brown,@ LV,L 45-20,,0.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,M. Brown,,BYE,,0.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
BN,J. Tucker,,BYE,,0.00,2020,7,StumpfistTrumpf,170.52,MarkusEXperte,111.20
QB,M. Ryan,vs DET,L 22-23,,16.52,2020,7,Speasy,97.02,Hubner,143.70
RB,M. Davis,vs DET,L 22-23,,6.10,2020,7,Speasy,97.02,Hubner,143.70
RB,D. Singletary,@ NYJ,L 18-10,,5.70,2020,7,Speasy,97.02,Hubner,143.70
WR,K. Allen,vs JAX,W 39-29,,17.50,2020,7,Speasy,97.02,Hubner,143.70
WR,A. Robinson,@ LAR,W 10-24,,9.00,2020,7,Speasy,97.02,Hubner,143.70
TE,T. Kelce,@ DEN,L 43-16,,4.60,2020,7,Speasy,97.02,Hubner,143.70
FLX,J. Conner,vs SEA,W 37-34,,11.60,2020,7,Speasy,97.02,Hubner,143.70
FLX,J. Smith-Schuster,@ TEN,L 27-24,,13.00,2020,7,Speasy,97.02,Hubner,143.70
K,K. Fairbairn,vs GB,L 20-35,,7.00,2020,7,Speasy,97.02,Hubner,143.70
DEF,L. Chargers,vs JAX,W 39-29,,6.00,2020,7,Speasy,97.02,Hubner,143.70
BN,J. Herbert,vs JAX,W 39-29,,38.48,2020,7,Speasy,97.02,Hubner,143.70
BN,C. McCaffrey,@ NO,W 24-27,,0.00,2020,7,Speasy,97.02,Hubner,143.70
BN,J. Edelman,,BYE,,1.80,2020,7,Speasy,97.02,Hubner,143.70
BN,D. Slayton,@ PHI,W 21-22,,3.30,2020,7,Speasy,97.02,Hubner,143.70
BN,N. Fant,vs KC,L 16-43,,5.30,2020,7,Speasy,97.02,Hubner,143.70
BN,B. Ravens,,BYE,,0.00,2020,7,Speasy,97.02,Hubner,143.70
QB,T. Brady,@ LV,L 45-20,,36.86,2020,7,AllTimeReadyPat,124.76,seb44,107.70
RB,T. Gurley,,BYE,,20.20,2020,7,AllTimeReadyPat,124.76,seb44,107.70
RB,J. White,vs SF,L 6-33,,0.80,2020,7,AllTimeReadyPat,124.76,seb44,107.70
WR,C. Ridley,vs DET,L 22-23,,17.40,2020,7,AllTimeReadyPat,124.76,seb44,107.70
WR,O. Beckham,@ CIN,L 37-34,,0.00,2020,7,AllTimeReadyPat,124.76,seb44,107.70
TE,R. Gronkowski,@ LV,L 45-20,,13.70,2020,7,AllTimeReadyPat,124.76,seb44,107.70
FLX,B. Cooks,vs GB,L 20-35,,9.50,2020,7,AllTimeReadyPat,124.76,seb44,107.70
FLX,T. Higgins,vs CLE,L 34-37,,16.30,2020,7,AllTimeReadyPat,124.76,seb44,107.70
K,G. Zuerlein,@ WAS,W 3-25,,4.00,2020,7,AllTimeReadyPat,124.76,seb44,107.70
DEF,N. Patriots,vs SF,L 6-33,,6.00,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,C. Wentz,,BYE,,27.76,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,A. Dalton,@ LAR,W 10-24,,1.60,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,A. Jones,@ HOU,L 35-20,,0.00,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,D. Bryant,,BYE,,0.00,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,D. Johnson,@ TEN,L 27-24,,24.50,2020,7,AllTimeReadyPat,124.76,seb44,107.70
BN,G. Ward,vs NYG,W 22-21,,12.70,2020,7,AllTimeReadyPat,124.76,seb44,107.70
QB,J. Burrow,vs TEN,W 31-20,,18.86,2020,8,TheRealBauer,134.76,Speasy,126.12
RB,K. Hunt,vs LV,L 6-16,,8.30,2020,8,TheRealBauer,134.76,Speasy,126.12
RB,C. Edwards-Helaire,vs NYJ,W 35-9,,4.60,2020,8,TheRealBauer,134.76,Speasy,126.12
WR,R. Woods,@ MIA,W 17-28,,24.90,2020,8,TheRealBauer,134.76,Speasy,126.12
WR,C. Claypool,@ BAL,L 28-24,,9.70,2020,8,TheRealBauer,134.76,Speasy,126.12
TE,G. Kittle,@ SEA,W 27-37,,4.90,2020,8,TheRealBauer,134.76,Speasy,126.12
FLX,J. Reagor,vs DAL,W 23-9,,11.70,2020,8,TheRealBauer,134.76,Speasy,126.12
FLX,C. Davis,@ KC,W 9-35,,22.80,2020,8,TheRealBauer,134.76,Speasy,126.12
